title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,normalized_rating,normalized_reviews,score
Istana Kaldera Unesco Geopark Danau Toba,https://www.google.com/maps/place/Istana+Kaldera+Unesco+Geopark+Danau+Toba/data=!4m7!3m6!1s0x302e05edcc28f397:0x5262a7c9443ecde9!8m2!3d2.3447627!4d99.019194!16s%2Fg%2F11rgd552z1!19sChIJl_MozO0FLjAR6c0-RMmnYlI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-XnWs_YWIW9WEcXh3rcRwDCRlT9lLrHv7SJw6OdeftIibMq2zTTKi9zqj24uTPadtPqqBGJCoJ7OxuDO0X6BSXJsrt0UmwJOdF-4_kGfUx93fiWC8zhOd9gjT0IXkBroqUjNHFZg=w122-h92-k-no,4.7,37,"Tara Bunga, Tampahan, Toba, North Sumatra 22312",Open 24 hours,2.3447627,99.019194,Alam,"Edukasi, Pemandangan","Istana Kaldera UNESCO Global Geopark Danau Toba adalah sebuah gerbang informasi dan penanda megah menyambut wisatawan di kawasan Kaldera Toba UNESCO Global Geopark. Monumen batu ini menampilkan peta 16 geosite dan informasi penting tentang warisan geologis yang diakui dunia. Dengan latar belakang pemandangan Danau Toba yang luas dan perbukitan hijau yang menakjubkan, tempat ini menjadi awal perjalanan untuk menjelajahi keindahan alam dan keunikan geologi kawasan kaldera supervolcano terbesar di dunia. ",Tampahan,20000,5000,10000,0.7692307692307696,0.0072522159548751,0.5406372032480012
Wisata Rumah Pohon,https://www.google.com/maps/place/Wisata+Rumah+Pohon/data=!4m7!3m6!1s0x302e0550bf8a7ceb:0x70810a42ef94b07f!8m2!3d2.3514354!4d99.0253061!16s%2Fg%2F11rgfqg874!19sChIJ63yKv1AFLjARf7CU70IKgXA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-r2xslTIN1dJkMzm0RJoVsxVAbh-KV1EU9GBgfMmGt3y-0DFXXSFQ-59pNibse-CFOT6widmexk0fTjtoJe9PGpRbWCQe6ypfNHY3wpA7xwqB9EgcIem9n9th_Kx0wOZRvvurg9Q=w204-h92-k-no,4.5,166,"Jl. Raya TaraBunga, Tara Bunga, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.3514354,99.0253061,Alam,"Fotografi, Pemandangan, Santai, Camping",Wisata Rumah Pohon Tampahan adalah sebuah destinasi wisata yang menawarkan pengalaman unik menikmati keindahan Danau Toba dari ketinggian di antara pepohonan. Terletak di kawasan desa Tara Bunga Kecamatan Tampahan.,Tampahan,0,0,0,0.6153846153846154,0.03323932312651088,0.44074102770718404
Sipinsur Park Geosite and Pine Forest,https://www.google.com/maps/place/Sipinsur+Park+Geosite+and+Pine+Forest/data=!4m7!3m6!1s0x302e191e11932b13:0x47ffc29f2eb0d3e1!8m2!3d2.3291448!4d98.8813939!16s%2Fg%2F11b6dfg91y!19sChIJEyuTER4ZLjAR4dOwLp_C_0c?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8pm7KGyzYYSicLHtE9yTDV1JWhnrKZsSvLC383WjkLPxemAHqwu_AiT7FrDVqwNEud6-rn981cG62OGe4n1_-17yGa-FT-PfL6dQnfNgj5M1eFpRDMDbCDYLKF-qgosocVNqRe9w=w163-h92-k-no,4.6,4965,"Parulohan, Paranginan, Humbang Hasundutan Regency, North Sumatra 22476",Open 07.00 - 23.00,2.3291448,98.8813939,Alam,"Fotografi, Pemandangan, Santai,  Camping ","Sipinsur Park adalah sebuah geosite yang menawan dalam kawasan Kaldera Toba UNESCO Global Geopark, yang terkenal dengan pemandangan Danau Toba yang sangat indah dari ketinggian. Selain panorama danau yang luas dan memukau, Sipinsur juga dikelilingi oleh hutan pinus yang rimbun dan sejuk, menciptakan suasana yang tenang dan menyegarkan.",Paranginan,10000,0,0,0.6923076923076921,0.9999999999999999,0.7846153846153843
Air Terjun Janji,https://www.google.com/maps/place/Air+Terjun+Janji/data=!4m7!3m6!1s0x302e221610e7ad55:0x35989309af20d587!8m2!3d2.339422!4d98.8157783!16s%2Fg%2F11btmsc5x_!19sChIJVa3nEBYiLjARh9UgrwmTmDU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jeBwZIKMco6-B0BUkWmDdE7RIOO_-tbWYZdsJXwoHLj6bqUfjPEmt1o0K5FvhtZzYcYtuvy3cYon7vncyflbfVtK2ALrRSRPXTDN7wQP0R0SUy-mj7w7XIUDf_TIkif0YGSyCRA=w138-h92-k-no,4.6,1233,"Tipang, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457",Open 07.00 - 17.00,2.339422,98.8157783,Alam,"Fotografi, Pemandangan, Santai","Air Terjun Janji adalah sebuah air terjun yang unik dan menarik di Sumatera Utara. Keunikan utamanya terletak pada sumber airnya yang berasal langsung dari Danau Linting, sebuah danau kawah yang terkenal dengan airnya yang berwarna hijau toska dan kandungan belerangnya. Air dari Danau Linting mengalir melalui sungai kecil dan kemudian terjun bebas membentuk Air Terjun Janji.",Baktiraja,0,0,0,0.6923076923076921,0.24818694601128122,0.5590714684187688
AIR TERJUN BIDADARI JONGGI NIHUTA,https://www.google.com/maps/place/AIR+TERJUN+BIDADARI+JONGGI+NIHUTA/data=!4m7!3m6!1s0x3031e523f6541bfb:0xc395e8811414e187!8m2!3d2.5532428!4d98.9961629!16s%2Fg%2F11dzvwc4ts!19sChIJ-xtU9iPlMTARh-EUFIHolcM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8DMAb54Fn4vG7RkxfLdtYboIRp_FlWOxAB4lzn98Ju_Vam3W3o3mez2gDUZFFeuBHOto_SKjngFghb28x0-MPIMxM_v-amU1vmr49odh_nzXTVz0NY5d08Rv-PMZMoW74mpB3O=w80-h142-k-no,3.9,10,"Jonggi Nihuta, Lumban Julu, Toba, North Sumatra 22386",Open 24 hours,2.5532428,98.9961629,Alam,"Fotografi, Pemandangan, Santai, Trekking","Air Terjun Bidadari Jonggi Nihuta adalah sebuah air terjun yang menawan yang terletak di kawasan Samosir. Nama ""Bidadari"" yang disematkan padanya kemungkinan merujuk pada keindahan dan pesona air terjun ini yang seolah-olah turun dari kahyangan. Air terjun ini memiliki aliran air yang jernih dan segar yang jatuh dari ketinggian tertentu, menciptakan pemandangan yang indah dan suara gemericik air yang menenangkan. ",Lumban Julu,0,0,0,0.15384615384615374,0.001813053988718775,0.10823622388892325
Swiss Van Toba,https://www.google.com/maps/place/Swiss+Van+Toba/data=!4m7!3m6!1s0x3031e90055ec090f:0xa39a3a6ac2da3697!8m2!3d2.608648!4d98.91964!16s%2Fg%2F11vss3wc_2!19sChIJDwnsVQDpMTARlzbawmo6mqM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-YK6xR9Z7KK_pszIumfRhq-oAP8iD5GSsS2eo2lAj7rKjDq8IFO1yEkIrv6m3n6T-XrHTz-25sfxgs6LmpB9GOEVvZPrLQ9OyC6JA3wDvEJVgSzCA2Ntzl-njL__Lh9L-MER7ntQ=w80-h106-k-no,5.0,3,"JW59+FV, Horsik, Ajibata, Toba, North Sumatra",Open 08.00-17.00,2.608648,98.91964,Alam,"Fotografi, Pemandangan, Santai, Berenang, Memancing, Perahu, Camping","Swiss Van Toba menyajikan pemandangan alam yang dramatis dan memukau, dengan lembah curam yang dialiri sungai berbatu dan pegunungan tinggi yang diselimuti kabut. Keindahan vegetasi hijau yang subur berpadu dengan sungai yang jernih dan bebatuan terang. Suasana yang tenang dan damai dengan skala pegunungan yang megah menciptakan pengalaman alam yang luar biasa dan menenangkan jiwa. Tempat ini adalah surga bagi pecinta alam yang mencari keindahan yang alami dan dramatis.",Ajibata,0,0,0,1.0,0.0004029008863819501,0.35006043513295726
TUNGKIR JAYA CAMP,https://www.google.com/maps/place/TUNGKIR+JAYA+CAMP/data=!4m7!3m6!1s0x3031b3248dae1e25:0x45fe0851ff20b69d!8m2!3d2.832969!4d98.526843!16s%2Fg%2F11n0tr_lvx!19sChIJJR6ujSSzMTARnbYg_1EI_kU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-uxPudJpE6xKvW9ZWf6gLkRLudAf-OKCMsc47CK_PnaxBinok09xBANVzWZi4hY6rq-fIpgunnTt-CdneVWTUJQ3BZEXVHjtwS5YnkVBF85sSI83EMz9iK4hLD2ZLDiAT9sqM=w122-h92-k-no,5.0,1,"Silalahi III, Silahisabungan, Dairi Regency, North Sumatra",Open 24 hours,2.832969,98.526843,Alam,"Fotografi, Pemandangan, Santai, Camping","Tungkup Jaya Camp adalah sebuah area perkemahan yang berlokasi istimewa persis di tepi perairan tenang Danau Toba. Tempat ini menawarkan pengalaman berkemah yang unik dengan akses langsung ke keindahan danau, memungkinkan para pengunjung untuk menikmati pemandangan spektakuler danau yang luas dengan latar belakang megah pegunungan yang menjulang. ",Silahisabungan,0,0,0,1.0,0.0,0.35
PANTAI LATERSIA SIMEHULI,https://www.google.com/maps/place/PANTAI+LATERSIA+SIMEHULI/data=!4m7!3m6!1s0x3031b367b54295dd:0xe413e202fdc1f4a3!8m2!3d2.8302917!4d98.52616!16s%2Fg%2F11hzxymjb2!19sChIJ3ZVCtWezMTARo_TB_QLiE-Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_T26sUVXeJTNLIizeyMq45nXRgd_MdYEevorWFm5Z1emhBSz5teCTPLKiAEKtAi2A0_j9ZeN88hsTF_Ni2IyD758VwezRHmNp6qYSlBDy8aMqjgQbaVYgdstOVbPyMW4C2dAOp=w80-h106-k-no,5.0,6,"kawasan Silalahi, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.8302917,98.52616,Alam,"Fotografi, Pemandangan,  Santai",Pantai Latersia Simehuli adalah destinasi wisata yang terletak di Kabupaten Dairi. Pantai ini menawarkan keindahan alam yang menawan dan menjadi tempat yang tepat untuk menikmati liburan tak terlupakan di kawasan Danau Toba.,Silahisabungan,0,0,0,1.0,0.0010072522159548752,0.3501510878323932
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Abe2pwFGIbhZ94IEpKAd_NpyD4XLEMjdTWGI69rRGKwlN2pYh_Rc9OQpYmNUla7xHshHFNFAm2yYPn_iq8a_51QCrsfCKEkCWiwvWLxJ_9zKpalO8zEG-6ZnWH4NYFeAY4bp6Yg=w122-h92-k-no,4.3,305,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8178556,98.7755841,Alam,"Fotografi, Pemandangan, Santai, Camping, Trekking","Simarjarunjung Hound Sky tempat adalah sebuah destinasi wisata yang berlokasi strategis di kawasan Simarjarunjung, Sumatera Utara, yang terkenal dengan pemandangan spektakuler Danau Toba dari ketinggian. ",Dolok Pardamean,0,0,0,0.4615384615384617,0.0612409347300564,0.34144920349594005
Taman Eden 100 Toba,"https://www.google.com/maps/place/Taman+Eden+100+Toba/@2.5905027,99.0389144,19z/data=!4m15!1m8!3m7!1s0x3031f07396d119b9:0x5a46f0ab2efec853!2sTaman+Eden+100+Toba!8m2!3d2.5910985!4d99.0388878!10e5!16s%2Fg%2F11c0pzjfq0!3m5!1s0x3031f07396d119b9:0x5a46f0ab2efec853!8m2!3d2.5910985!4d99.0388878!16s%2Fg%2F11c0pzjfq0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npidi5_fx6yBXdRccQ6dspw11eoyguPp9mil5vHuDwZ1Ds8QfsHZpWBSADfs-gz6pwHib-FOEcwd3GzkDwhdLHwQtferwuw4OG8yYxssjDjeihdlR1PUxTv49GmVO3iOO1wOLA=w161-h92-k-no,4.5,440,"Desa Sionggang Utara, Kecamatan Lumban Julu, Kabupaten Toba, Sumatera Utara",Open 08.00 - 18.00,2.5905027,99.0389144,Alam,"Fotografi, Trekking, Camping, Pemandangan, Edukasi","Taman Eden 100 adalah kawasan wisata alam yang luasnya sekitar 40-50 hektar, terletak di dataran tinggi dengan ketinggian 1760-2150 meter di atas permukaan laut, menawarkan udara yang sejuk dan pemandangan alam yang asri. Tempat ini memiliki konsep wisata edukasi alam, di mana pengunjung dapat belajar mengenai berbagai jenis tanaman, terutama tanaman endemik khas Toba.",Lumban Julu,15000,5000,10000,0.6153846153846154,0.08843674456083803,0.4573002541374822
Bukit Sipatungan,https://www.google.com/maps/place/Bukit+Sipatungan/data=!4m7!3m6!1s0x302e21201f44638f:0xe0c32d0ac534e640!8m2!3d2.4274324!4d98.7932558!16s%2Fg%2F11mvtd7wv2!19sChIJj2NEHyAhLjARQOY0xQotw-A?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowXxnsS1y63_c5WmMfoGxBFqRVJv6DK3oH4oWEhlVvlu33znWLAWXiP2Xi-t5vTnEhQKoCvNYAmvQKSHr3RRToq9O-t0vUggzIWyejkT5Xhw5K7PTF10jcjaHSKzMbau2e1NHy=w122-h92-k-no,4.5,27,"Sabulan, Sitio-Tio, Samosir Regency, North Sumatra",Open 24 hours,2.4274324,98.7932558,Alam,"Pemandangan, Fotografi, Trekking, Santai, Piknik, Pemandangan","Bukit Sipatungan adalah sebuah titik ketinggian yang menawarkan pemandangan Danau Toba yang memukau dari sisi yang berbeda. Dari puncak bukit, pengunjung dapat menikmati panorama danau yang luas dengan latar belakang perbukitan yang hijau. Tempat ini menjadi spot favorit untuk fotografi lanskap, terutama saat matahari terbit dan terbenam yang memancarkan warna-warna indah di langit dan danau.",Sitio-Tio,5000,0,0,0.6153846153846154,0.005237711522965351,0.4323405442261204
Pantai Pasir Putih Parparean,https://www.google.com/maps/place/Pantai+Pasir+Putih+Parparean/data=!4m7!3m6!1s0x3031ffd451ee5d77:0x4329e9a7d027afb0!8m2!3d2.4318413!4d99.149081,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKynjqXGSw3G8NV4UfqCwV6Et9VAVNKS6ppRybBTxOTKOrdXYdCV1bxDpLLWVKT5bwmZ1BzL4bzCgK4p1-KA5xYzr-Hu4lBahUz6qVFWfdRqwl1EUk6Drpum2N000XphwtiD_x=w122-h92-k-no,4.2,1301,"Parparean II, Porsea, Toba, North Sumatra 22384",Open 08.00-19.00,2.4318413,99.149081,Bahari,"Berenang, Santai, Fotografi, Piknik, Memancing, Pemandangan"," Pantai Pasir Putih Parparean adalah destinasi tepi Danau Toba yang menawarkan hamparan pasir putih yang lembut, berbeda dengan kebanyakan pantai di sekitar danau yang cenderung berkerikil. Tempat ini menjadi favorit bagi keluarga untuk berlibur dan bersantai karena airnya yang tenang dan dangkal di beberapa area, ideal untuk berenang dan bermain air. ",Porsea,0,3000,10000,0.384615384615385,0.2618855761482675,0.34779644207524973
Hutaginjang Geosite View Point,https://www.google.com/maps/place/Hutaginjang+Geosite+View+Point/data=!4m7!3m6!1s0x302e1b004ec44d39:0x4b9efd3592a526fc!8m2!3d2.3148412!4d98.9710016!16s%2Fg%2F11cs1kl5y2!19sChIJOU3ETgAbLjAR_CalkjX9nks?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcytG0hDZoJbL1VWv4NJAPN3YSt0VFRLoiK4vh4ibjufjVf5yL8tgh8Hm2sZEFFS9d5KnKiWriTORytqwgIWTilK9ocxBCa8VssxcC884sO7QDOBwlPlZebXGQXdFcpnjeuA96cw=w122-h92-k-no,4.7,1311,"Sitanggor, Muara, North Tapanuli Regency, North Sumatra 22476",Open 24 hours,2.3148412,98.9710016,Alam,"Pemandangan, Fotografi, Santai, Trekking, Piknik, Pemandangan","Hutaginjang Geosite View Point adalah titik pandang strategis yang menawarkan pemandangan spektakuler ke arah kaldera Danau Toba. Dari ketinggian ini, pengunjung dapat mengagumi keindahan danau yang luas, pulau Samosir, serta perbukitan yang mengelilinginya, memberikan gambaran utuh tentang skala geologis danau vulkanik terbesar di dunia ini. ",Muara,6000,0,0,0.7692307692307696,0.2639000805801773,0.6176315626355918
Aek Nauli Elephant Conservation Camp (ANECC),"https://www.google.com/maps/place/Aek+Nauli+Elephant+Conservation+Camp+(ANECC)/@2.7178212,98.937727,17z/data=!3m1!4b1!4m6!3m5!1s0x3031eda3568206d3:0x692372512dc33855!8m2!3d2.7178212!4d98.9403019!16s%2Fg%2F11fjv4xslm?authuser=0%5C&hl=en%5C&entry=ttu&g",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noFe9MSVWyBNDPmnsM3uCODGwLNC5k7xaB7kDZw9cJEMChOMkrKQefrhgCDU9YeZ2HJI0EoMOS4DDG5ZTKPOnEHety9cKGSTZmO_6QFFYgZqNIgebOUtwHW1AffSLs-yywMY2c=w408-h544-k-no,4.5,894,"Jl. Lintas Sumatera No.16, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-17.00,2.7178212,98.9403019,Alam,"Fauna, Fotografi","Aek Nauli Elephant Conservation Camp (ANECC) adalah pusat konservasi yang didedikasikan untuk perlindungan dan pelestarian Gajah Sumatera, spesies yang terancam punah. Mengunjungi tempat ini memberikan kesempatan unik untuk melihat gajah dari jarak dekat dan belajar tentang upaya konservasi yang dilakukan. Pengunjung dapat berinteraksi langsung dengan gajah melalui kegiatan memberi makan (dengan panduan pawang) dan mengamati perilaku alami mereka. ",Girsang Sipangan Bolon,0,0,0,0.6153846153846154,0.1798952457695407,0.484737804500093
Taman Bunga Sapo Juma,"https://www.google.com/maps/place/Taman+Bunga+Sapo+Juma/@2.9116491,98.5156914,17z/data=!4m16!1m9!3m8!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!2sTaman+Bunga+Sapo+Juma!8m2!3d2.9116491!4d98.5182663!9m1!1b1!16s%2Fg%2F11f4r12135!3m5!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!8m2!3d2.9116491!4d98.5182663!16s%2Fg%2F11f4r12135?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBCm698NWFMNUmvVdv566OFGqiSTawLxxXP8QKCoHbwLomnfKeG4qHa9-n7LR7mLf_bNdOGlYU3osdTuy9gJZpIBIbgeHMld0-5OCZZs016Sz-Sq8kArKCh9QIw6gylnzXKt4e=w426-h240-k-no,4.5,268,"Tongging, Merek, Karo Regency, North Sumatra 22173",Open 08.00-17.00,2.9116491,98.5182663,Alam,"Pemandangan, Fotografi, Santai ","Taman Bunga Sapo Juma adalah surga bagi para pecinta bunga dan fotografi, menampilkan koleksi berbagai jenis bunga yang berwarna-warni dan tertata indah. Pengunjung dapat berjalan-jalan santai di antara hamparan bunga, mengabadikan momen indah dengan latar belakang lautan bunga yang memukau, serta bersantai menikmati keindahan dan kesegaran udara pegunungan.",Merek,20000,0,0,0.6153846153846154,0.05378726833199033,0.4469054112688279
Aek Batu Sipolha,"https://www.google.com/maps/place/Aek+Batu+Sipolha/@2.7460535,98.8383772,15z/data=!4m15!1m8!3m7!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!2sAek+Batu+Sipolha!8m2!3d2.7461453!4d98.8380849!10e5!16s%2Fg%2F11mtgtlyjv!3m5!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!8m2!3d2.7461453!4d98.8380849!16s%2Fg%2F11mtgtlyjv?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOq-va8VM_BpjgJcGxt3vVnWpE_wnJUwO_nN36C=w426-h240-k-no,4.4,148,"Sipolha, Simalungun Regency, North Sumatra 21186",Open 08.00-17.00,2.7461453,98.8380849,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Memancing, Pemandangan ",Aek Batu Sipolha adalah area pantai di tepi Danau Toba yang unik dengan ciri khas bebatuan besar yang tersebar di sepanjang garis pantai. Tempat ini menawarkan pemandangan Danau Toba yang indah dengan airnya yang jernih dan formasi batu yang menarik untuk dieksplorasi.,Pematang Sidamanik,0,10000,25000,0.5384615384615388,0.029613215149073325,0.38580704146779915
Pantai Batu Papan Indah,"https://www.google.com/maps/place/Pantai+Batu+Papan+Indah/@2.8598346,98.6858456,17z/data=!3m1!4b1!4m6!3m5!1s0x3031bb8965989bf5:0xd6b257f1c05591b0!8m2!3d2.8598346!4d98.6884205!16s%2Fg%2F11nnqc8jzx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npV_dqiD4unbsVPoC4_QBRVS0XvZmQH3njJAr5CtUs9vzh8bU9-SZqSkr7Y5LXagPO1ygFj2eYLmfOBcuZTk8uFL8Dq0bXlnDhJAqhPzPuCvZGp41gbKTMVOx0K7pmm87tfN3dz=w408-h306-k-no,3.9,26,"Haranggaol Horison, North Sumatra 21165",Open 24 hours,2.8598346,98.6884205,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Pemandangan ","Pantai Batu Papan Indah adalah destinasi tepi Danau Toba yang menawarkan suasana tenang dan pemandangan yang indah. Sesuai dengan namanya, pantai ini mungkin memiliki ciri khas formasi batu yang datar dan lebar seperti papan di beberapa areanya, yang menambah keunikan lanskap.",Haranggaol Horison,0,0,0,0.15384615384615374,0.005036261079774376,0.10920318601623993
Wisata ilmiah taman rusa aeknaul,"https://www.google.com/maps/place/Wisata+ilmiah+taman+rusa+aeknauli/@2.6024143,98.5338833,10.23z/data=!4m6!3m5!1s0x3031ed37bd34c5b5:0x99df74402ce08e0!8m2!3d2.7206145!4d98.9401885!16s%2Fg%2F11fsm_5ds5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqwDO7mSriX-C9CkuHlrZQwdrn4i5lUZ6W_UD-K2rZPtE_pGGMDdjkFnnIza4HGwvYfKODJwzEAbDUPPzk9aGpxi9oK9EiLUJRL9gJSAb7vB6u8-4KXXXnM_169a-UG0GFPJCkcw=w426-h240-k-no,4.5,15,"Sibaganding, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 08.00-17.00,2.7206145,98.9401885,Alam,"Fauna, Fotografi","Wisata Ilmiah Taman Rusa Aek Nauli adalah destinasi yang menggabungkan rekreasi dan edukasi, memungkinkan pengunjung untuk mengamati rusa sambar dalam lingkungan yang alami. Selain melihat langsung rusa, wisatawan dapat belajar tentang biologi, perilaku, dan habitat rusa melalui informasi yang disediakan atau dari pemandu. ",Girsang Sipangan Bolon,10000,0,0,0.6153846153846154,0.0028203062046736503,0.4316153226306329
Ruang Terbuka Publik Parapat,"https://www.google.com/maps/place/Ruang+Terbuka+Publik+Parapat/@2.6656448,98.9332554,17z/data=!3m1!4b1!4m6!3m5!1s0x3031ef5221b9a05b:0x6a9b7d471acdc423!8m2!3d2.6656448!4d98.9358303!16s%2Fg%2F11pzhh4rb4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxzOVK72MkR-mT9k5iecr-OWQoE3tUM5QV_e523X7r-AtEHCF4NKCj4AULk-DiVmQUzWZoYu6XHbEPWa95uPDd6mP-BjRezRERTdh22bFIfnM-Sc0gZf7-VrJGPj-6LM6IQrY=w426-h240-k-no,4.5,29,"Jalan Bandar Sono, Tiga Raja, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 24 hours,2.6656448,98.9358303,Alam,"Pemandangan, Santai, Fotografi, Aktivitas Air, Perahu","Ruang Terbuka Publik Parapat adalah area publik yang menjadi pusat interaksi sosial dan rekreasi di kota wisata Parapat. Terletak strategis di tepi Danau Toba, tempat ini menawarkan pemandangan indah danau yang dapat dinikmati sambil bersantai. Pengunjung dapat berjalan-jalan santai menikmati suasana kota yang ramai namun tetap asri, berinteraksi dengan penduduk lokal, atau mencicipi berbagai kuliner khas yang dijajakan di sekitar area. ",Girsang Sipangan Bolon,0,0,0,0.6153846153846154,0.0056406124093473006,0.43246141449203496
Penatapan Simarjarunjung,"https://www.google.com/maps/place/Penatapan+Simarjarunjung/@2.8312258,98.7644821,17z/data=!4m15!1m8!3m7!1s0x3031bc1bb19765d5:0xce517991a76509ce!2sPenatapan+Simarjarunjung!8m2!3d2.8311325!4d98.7643966!10e5!16s%2Fg%2F11g6njc3b3!3m5!1s0x3031bc1bb19765d5:0xce517991a76509ce!8m2!3d2.8311325!4d98.7643966!16s%2Fg%2F11g6njc3b3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdpf7NasBKIKexJeKMd7Kj-xFB5kFfMgf9Mjo8n4NjeL8CkbgTK--5x3Rg7AOcsTKk_ESMOi7-EQ8PtjAOHU4FQ4E2dSvy_rqm64PooCsiLhs2Yc2JQx4TiTkeiGu2ePYkXOZ9=w408-h725-k-no,4.4,1431,"Jl. Simarjarunjung, Tiga Runggu, Kec. Purba, Kabupaten Simalungun, Sumatera Utara 21163",Open 08.00-17.00,2.8311325,98.7643966,Alam,"Pemandangan, Fotografi, Santai","Penatapan Simarjarunjung adalah titik pandang populer yang terletak di ketinggian, menawarkan pemandangan spektakuler Danau Toba yang membentang luas. Tempat ini terkenal dengan vista panoramanya yang memukau, menjadikannya spot favorit untuk fotografi lanskap. Pengunjung dapat bersantai sambil menikmati udara segar pegunungan dan menyeruput kopi atau teh di warung-warung yang tersedia dengan latar belakang danau yang indah.",Purba,0,0,0,0.5384615384615388,0.28807413376309426,0.46334531705200543
