,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,note
Sijukjuk Hill,https://www.google.com/maps/place/Sijukjuk+Hill/data=!4m7!3m6!1s0x3031db0723ccb87b:0x4f697854dc3f7a7b!8m2!3d2.5690108!4d98.6866812!16s%2Fg%2F11g0km917g!19sChIJe7jMIwfbMTARe3o_3FR4aU8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP_UPgz3QH2W-Rz2Q92CZKhMF04M8Sk8afJ-7Ke=w138-h92-k-no,4.3,12,"Boho, Sianjur Mula Mula, Samosir Regency, North Sumatra",Open 24 hours,2.5690108,98.6866812,Alam,"Pemandangan, Fotografi, Trekking, Piknik","Sijujuk Hill adalah destinasi wisata alam di Desa Boho, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Objek wisata ini menawarkan tiga atraksi alam berupa spot penatapan, tempat bersantai dan area camping dalam satu kawasan. Dari atas ketinggian, lukisan alam pegunungan dengan air Danau Toba yang biru beriak. Deretan pinus menjulang di kejauhan dengan sederet hutan hijau yang mengapit. Siapapun itu pasti terkesan dengan suguhan panorama yang ditawarkan oleh Sijukjuk Hill.",
BUKIT CINTA,https://www.google.com/maps/place/BUKIT+CINTA/data=!4m7!3m6!1s0x3031dbed66de7779:0xbb41afc825ed5154!8m2!3d2.5423634!4d98.6876303!16s%2Fg%2F11tbvr7dkw!19sChIJeXfeZu3bMTARVFHtJcivQbs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPhilyLAvoaDXK4_JAShmI_iQDIqlv6h9POLsZq=w122-h92-k-no,4.3,34,"Janji Martahan, Harian, Samosir Regency, North Sumatra",Open 08.00-17.00,2.5423634,98.6876303,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Bukit Cinta di Samosir menawarkan panorama alam yang memukau dengan hamparan rumput hijau yang luas dan pepohonan rindang. Dari bukit ini, pengunjung dapat menikmati pemandangan indah Danau Toba yang tenang dan perbukitan di sekitarnya. Suasana romantis yang ditawarkan tempat ini menjadikannya cocok bagi pasangan atau siapa saja yang mencari ketenangan dan keindahan alam. Pengunjung dapat melakukan berbagai aktivitas seperti piknik, bersantai, dan berfoto dengan latar belakang pemandangan yang menawan.",
Palipi View,https://www.google.com/maps/place/Palipi+View/data=!4m7!3m6!1s0x3031dbf83a2444d3:0xffe4b0238d51acbe!8m2!3d2.5235896!4d98.7444913!16s%2Fg%2F11k9pcbh1b!19sChIJ00QkOvjbMTARvqxRjSOw5P8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNn2PdZrkdeMc9IyXjH37OvLHYftj7KD7xsMekb=w80-h100-k-no,4.7,13,"Jl. Simbolon Purba, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393",Open 24 hours,2.5235896,98.7444913,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Palipi View adalah sebuah potensi wisata yang terletak di Kecamatan Palipi, Kabupaten Samosir. Meskipun informasi spesifik mengenai ""Palipi View"" sebagai objek wisata yang sudah mapan masih terbatas, kawasan Palipi sendiri dikenal dengan keindahan alamnya di tepi Danau Toba. Palipi menawarkan suasana kedamaian dengan pemandangan persawahan yang hijau membentang di tepi Danau Toba. Beberapa catatan perjalanan menyebutkan bahwa Palipi adalah tempat yang tepat untuk berhenti sejenak, menikmati ketenangan, dan menyeruput kopi sambil mengagumi keindahan danau.",
Gapura Selamat Datang di Kabupaten Samosir,https://www.google.com/maps/place/Gapura+Selamat+Datang+di+Kabupaten+Samosir/data=!4m7!3m6!1s0x3031e900740ca0e7:0x2b56056a9105c50!8m2!3d2.6595654!4d98.8475568!16s%2Fg%2F11mcff12xl!19sChIJ56AMdADpMTARUFwQqVZgtQI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM2m9dD48-nTXG4M7XZOiKg9WrYKUfyAEOByAB-=w163-h92-k-no,5,1,MR5W+RVX,Open 08.00-17.00,2.6595654,98.8475568,Monumen,,,bukan kategori
Patung Sigalegale,https://www.google.com/maps/place/Patung+Sigalegale/data=!4m7!3m6!1s0x3031e9e509861bff:0xce93e15adc7ccb68!8m2!3d2.6518456!4d98.8608304!16s%2Fg%2F11fn4b3rxv!19sChIJ_xuGCeXpMTARaMt83Frhk84?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPEbvJAtje-mEhxmancfPvAdJ9D86cEIZEdcg27=w122-h92-k-no,4.6,228,,Open,2.6518456,98.8608304,Budaya,,,bukan kategori
I Love Samosir Danau Toba,https://www.google.com/maps/place/I+Love+Samosir+Danau+Toba/data=!4m7!3m6!1s0x3031c5af9a8ea7b5:0x765154653680aee1!8m2!3d2.5925292!4d98.6876105!16s%2Fg%2F11v5_28ns2!19sChIJtaeOmq_FMTAR4a6ANmVUUXY?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOWGBH9klk7IIC3WGEiQx3kGi0c5_sYQBUjO167=w122-h92-k-no,4.5,4,"Jl. Putri Lopian, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",,2.5925292,98.6876105,,,,tidak jelas tempat
Teluk Aek na Tio,https://www.google.com/maps/place/Teluk+Aek+na+Tio/data=!4m7!3m6!1s0x3031c561f963ab01:0x7cb534dba829c365!8m2!3d2.6040415!4d98.7000304!16s%2Fg%2F11jsqr1f_9!19sChIJAatj-WHFMTARZcMpqNs0tXw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPUqvXq149UH8xDdJCI6ibJ3vSNTmSWORAO2Fjh=w80-h106-k-no,4.8,9,"Jl. Putri Lopian, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 08.00-22.00,2.6040415,98.7000304,Bahari,"Pemandangan, Berenang, Santai, Fotografi, Piknik, Perahu, Memancing, Pemandangan","Teluk Aek Na Tio adalah sebuah zona wisata yang terletak di Waterfront City Pangururan, di tepi keindahan alam Danau Toba. Selain menjadi lokasi atraksi air menari yang memukau, terutama menjelang acara-acara besar seperti Kejuaraan Dunia Aquabike 2023, teluk ini juga menyuguhkan pertunjukan film menggunakan layar air yang unik. Pemandangan alam Danau Toba yang tenang menjadi latar belakang yang indah untuk berbagai kegiatan di sini. Pengunjung dapat menikmati penampilan musik akustik, pameran UMKM, parade, lomba kayak dan stand-up paddle di sekitar area teluk yang alami ini. Suasana alam yang menyegarkan di tepi Danau Toba menjadikan Teluk Aek Na Tio sebagai tempat yang menarik untuk bersantai dan menikmati berbagai hiburan.",
Waterboom Raut Bosi,https://www.google.com/maps/place/Waterboom+Raut+Bosi/data=!4m7!3m6!1s0x3031b93e62c33f91:0x17291ced54bc5cab!8m2!3d2.7507185!4d98.7144642!16s%2Fg%2F11t_snqbbs!19sChIJkT_DYj65MTARq1y8VO0cKRc?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPv-fBtDESobA6rv0Wa8ndl6KzRpSPHQIC8tAKA=w122-h92-k-no,3.8,40,QP27+7QP,,2.7507185,98.7144642,,,,bukan kategori
Christ the redeemer (tallest in the world),https://www.google.com/maps/place/Christ+the+redeemer+%28tallest+in+the+world%29/data=!4m7!3m6!1s0x3031db3ef2489b43:0xe4230669efe7a652!8m2!3d2.550543!4d98.672019!16s%2Fg%2F11s4v62rcj!19sChIJQ5tI8j7bMTARUqbn72kGI-Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP7bs8QPpQU-nEDX07An6sH8fOA-iiBMYNfB6-S=w122-h92-k-no,4.6,35,HM2C+6WF,,2.550543,98.672019,Monumen,,,
Pantai SiRulo,https://www.google.com/maps/place/Homestay+Jabu+dan+Pantai+SiRulo/data=!4m7!3m6!1s0x3031c77c090f9f2b:0x532c160bae0dad6!8m2!3d2.6677226!4d98.6889078!16s%2Fg%2F11l6t3w9w7!19sChIJK58PCXzHMTAR1trgumDBMgU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNg8rozfnAQ-hhPhgarpySC8eb_25mH9WgxpX3f=w138-h92-k-no,5,46,Lumban Suhi-Suhi Lumban Silalahi,Open 24 hours,2.6677226,98.6889078,Bahari,"Berenang, Santai, Fotografi, Perahu, Memancing",Pantai SiRulo adalah tepian berpasir di Danau Toba yang tenang dengan pemandangan indah. Tempat ini sering menjadi lokasi acara santai dan menawarkan aktivitas seperti berkano. Dekat dengan penginapan dengan pemandangan danau. Nikmati suasana pantai unik di tepi danau yang berbeda dari lanskap perbukitan Samosir.,
Pasar Tomok,https://www.google.com/maps/place/Pasar+Tomok/data=!4m7!3m6!1s0x3031e993f27d3f71:0x14bf2956d81133f8!8m2!3d2.652064!4d98.8626449!16s%2Fg%2F11bx9y4nxr!19sChIJcT998pPpMTAR-DMR2FYpvxQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPiZhBUP8OxviPNwJDWVcGxP3DWNqh2tVGBcHQI=w163-h92-k-no,4.4,591,,Open,2.652064,98.8626449,,,,bukan kategori
Gapura Pantai Pasir Putih Gerbang 2,https://www.google.com/maps/place/Gapura+Pantai+Pasir+Putih+Gerbang+2/data=!4m7!3m6!1s0x3031c7292632270d:0xaf28404a95944a88!8m2!3d2.6945922!4d98.6915474!16s%2Fg%2F11nwcqm9dv!19sChIJDScyJinHMTARiEqUlUpAKK8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO4eXkUoBXuxhYhwrF4_rJxK17AjcX58NuNf9Xp=w163-h92-k-no,4.5,2,"MMVR+RJM, Jl. Parmonangan",,2.6945922,98.6915474,,,,tidak relevan
Taman Doa Getsemani,https://www.google.com/maps/place/Taman+Doa+Getsemani/data=!4m7!3m6!1s0x3031c1c6f393fd9b:0x444f70c65066a52e!8m2!3d2.6932902!4d98.818306!16s%2Fg%2F11cjkhjs17!19sChIJm_2T88bBMTARLqVmUMZwT0Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPuwzB8boMQ_4OJJ-nxJct5SDc553ZdOydK0wFG=w163-h92-k-no,4.6,55,,Open,2.6932902,98.818306,Religi,,,bukan kategori
Waterfall View,https://www.google.com/maps/place/Waterfall+View/data=!4m7!3m6!1s0x3031c3e06adc76a7:0x419665f1323e36b7!8m2!3d2.6274431!4d98.7921836!16s%2Fg%2F11vlj370qt!19sChIJp3bcauDDMTARtzY-MvFllkE?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM5bFkTLB9Tp9dIgaakGsSc7rmnURC6gxY-p-Gb=w80-h106-k-no,5,1,JQGR+XVF,,2.6274431,98.7921836,Alam,,,tidak jelas tempat
Spot Pemandangan Pulau Tulas,https://www.google.com/maps/place/Pemandangan+Pulau+Tulas/data=!4m7!3m6!1s0x3031cf4c55c9a0ab:0xebd3fd874544ea58!8m2!3d2.645876!4d98.6305564!16s%2Fg%2F11h7xpkqws!19sChIJq6DJVUzPMTARWOpERYf90-s?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOyDDT-2dQEz-i-YecDA6CVG_3ECXNIgOwGisSa=w163-h92-k-no,5,9,"Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 24 hours,2.645876,98.6305564,Alam,"Pemandangan, Fotografi, Santai ","Pemandangan Pulau Tulas menawarkan keindahan alam Danau Toba dari sudut pandang sebuah pulau. Pulau Tulas sendiri merupakan sebuah pulau kecil yang terletak di tengah Danau Toba, sehingga menyajikan panorama danau yang luas dikelilingi oleh perbukitan hijau Pulau Samosir dan daratan sekitarnya. Dari berbagai titik di Pulau Tulas, pengunjung dapat menikmati vista air danau yang berkilauan, barisan pegunungan yang membentang di kejauhan, serta langit biru yang memukau. Suasana di Pulau Tulas cenderung tenang dan alami, jauh dari keramaian, menjadikannya tempat yang ideal untuk bersantai dan menikmati kedamaian alam Danau Toba.",
Pulau Tulas Sopo Siboro,https://www.google.com/maps/place/Pulau+Tulas+Sopo+Siboro/data=!4m7!3m6!1s0x3031cff5c8553ec3:0xf30aeef7e96cdc6e!8m2!3d2.642694!4d98.6446111!16s%2Fg%2F11h_vf7rj6!19sChIJwz5VyPXPMTARbtxs6ffuCvM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOUvTmjjv_A15sT_QrlmbPKSVmHYDlrv73fNBHW=w122-h92-k-no,5,5,"Sopo, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.642694,98.6446111,Alam,"Fotografi, Santai, Pemandangan","Pulau Tulas Sopo Siboro adalah sebuah pulau kecil tak berpenghuni yang terletak di tengah perairan indah Danau Toba, secara administratif termasuk dalam wilayah Desa Siboro, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Keberadaannya ditandai dengan adanya Sopo (rumah adat Batak) yang menjadi milik marga Siboro, memberikan sentuhan budaya dan sejarah pada lanskap alaminya. Pulau ini menawarkan pemandangan Danau Toba yang memukau dari segala sisi, dengan air danau yang luas dan latar belakang perbukitan hijau Samosir yang menawan. Meskipun tanpa penghuni tetap, Pulau Tulas Sopo Siboro menjadi daya tarik wisata karena keindahan alamnya yang alami dan eksotis, sering dikunjungi wisatawan yang ingin menikmati ketenangan dan mengabadikan momen dengan latar belakang pulau yang unik di tengah Danau Toba. ",
Tugu Raja Simanihuruk se-Dunia,https://www.google.com/maps/place/Tugu+Raja+Simanihuruk+se-Dunia/data=!4m7!3m6!1s0x3031c45aaaaaaaab:0xaf46f7c2ca84e729!8m2!3d2.6666727!4d98.7014878!16s%2Fg%2F11b6dg49gp!19sChIJq6qqqlrEMTARKeeEysL3Rq8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM9sHAZwI7f4Oh0OmA9ImjjuT39AqlESkgOizwi=w80-h106-k-no,4.7,7,Desa Lumban Suhisuhi Dolok,Closes soon ⋅ 5.00 pm ⋅ Opens 9.00 am Mon,2.6666727,98.7014878,Budaya,,,bukan kategori
Taman Selfi Huta Tinggi,https://www.google.com/maps/place/Taman+Selfi+Huta+Tinggi/data=!4m7!3m6!1s0x3031c5fcce365273:0xbb2edae9dc69dfed!8m2!3d2.6219164!4d98.7265851!16s%2Fg%2F11fmz_m9h6!19sChIJc1I2zvzFMTAR7d9p3OnaLrs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOHK8NKumT7PqXF0UGcgiXtPLk97fGH6UURElWk=w80-h106-k-no,5,3,JPCG+QJ8,Open 24 hours,2.6219164,98.7265851,,,,bukan kategori
SIANTAR-ANTAR,https://www.google.com/maps/place/SIANTAR-ANTAR/data=!4m7!3m6!1s0x3031c53459dc9895:0xd94f276640cad38f!8m2!3d2.619574!4d98.7106955!16s%2Fg%2F11rvjgsj1g!19sChIJlZjcWTTFMTARj9PKQGYnT9k?authuser=0&hl=en&rclk=1,,4.7,6,JP96+R7G,,2.619574,98.7106955,,,,tidak relevan
Panorama Spot Photo Jalan Lingkar,https://www.google.com/maps/place/Panorama+Spot+Photo/data=!4m7!3m6!1s0x3031ebe84dcdc915:0x293d4d32dcb67d09!8m2!3d2.6795326!4d98.8397281!16s%2Fg%2F11pd7qq84v!19sChIJFcnNTejrMTARCX223DJNPSk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNMfqdx-Z-qXNEMbnNf5OyvpLBQbfXwcKeVEJ7t=w204-h92-k-no,4.6,5,"Jl. Lkr. Tuktuk, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6795326,98.8397281,Alam,"Pemandangan, Fotografi, Santai","Panorama Spot Photo adalah sebuah tempat yang populer untuk menikmati pemandangan indah di kawasan Tuktuk, Samosir. Tempat ini menawarkan sudut pandang yang luar biasa untuk mengabadikan momen dengan latar belakang keindahan Danau Toba dan perbukitan sekitarnya. Lokasinya yang berada di jalan lingkar Tuktuk menjadikannya mudah diakses oleh wisatawan yang sedang menjelajahi kawasan tersebut. Kemungkinan besar, tempat ini dirancang atau secara alami memiliki vista yang strategis untuk melihat panorama danau yang luas dan memukau.",
Pea Roba,https://www.google.com/maps/place/Pea+Roba/data=!4m7!3m6!1s0x3031c1a218daf091:0xf93f99b9136f0481!8m2!3d2.7129972!4d98.7555488!16s%2Fg%2F11grr424s3!19sChIJkfDaGKLBMTARgQRvE7mZP_k?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMb82OSwi1kIx0FRuhpUs6KN2tMgHKnrZ2R43TG=w122-h92-k-no,4.3,3,"Maduma, Simanindo, Samosir Regency, North Sumatra 22395",Open 24 hours,2.7129972,98.7555488,Alam,"Fotografi, Santai, Trekking","Pea Roba adalah sebuah hamparan alam yang tenang dan mempesona di pedesaan Samosir. Tempat ini menawarkan keindahan padang rumput hijau yang luas, berpadu dengan permukaan air yang tenang yang memantulkan langit. Di kejauhan, perbukitan yang landai dan ditutupi vegetasi menciptakan latar belakang yang damai.",
OYO 2382 Wisata Hotel,https://www.google.com/maps/place/OYO+2382+Wisata+Hotel/data=!4m10!3m9!1s0x3031c5220b69d17d:0x7988a6785f2da69a!5m2!4m1!1i2!8m2!3d2.6081784!4d98.6967456!16s%2Fg%2F1pzwshptz!19sChIJfdFpCyLFMTARmqYtX3imiHk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHODC7D9V0jT0ABS1WGlZwseHEtJHp8NDkEnQHpRX1wg4T7pkwUzZPbe-BZaejWMjonveL_q2KefyB-WDVQWsYJXp7_p7k-aN3lhdWGs_Ac48WNw-NH_w6gyEVru_0DrTdMlZA94PEenHc7LDjK0coLGunq_ydP0TkJcOQJgeK6TB4OBVeES7J4=w138-h92-k-no,3.9,417,,,2.6081784,98.6967456,,,,tidak relevan
Panorama Batu Lihi Star,https://www.google.com/maps/place/Batu+Lihi+Star/data=!4m7!3m6!1s0x3031bfceb15ad30b:0x8bcee8fcd76497aa!8m2!3d2.778759!4d98.820125!16s%2Fg%2F11fxb2dr0p!19sChIJC9Nasc6_MTARqpdk1_zozos?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPUGL43P4l4V-8s20hgKJmNy0s0OdWJ_eZO0uH9=w163-h92-k-no,4.3,260,"Jl. Pematang Purba - Parapat, Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara 21186",Open 6.30-21.00,2.778759,98.820125,Alam,"Pemandangan, Fotografi, Santai, Trekking, Pemandangan ","Panorama Batu Lihir adalah sebuah titik pandang yang menakjubkan di tepi tebing tinggi, yang menawarkan vista spektakuler ke arah keindahan Danau Toba yang membentang luas. Dari platform kayu yang dibangun khusus, pengunjung dapat mengagumi panorama air danau yang tenang dikelilingi oleh barisan megah pegunungan dan perbukitan hijau Samosir. ",
Tugu Raja Sitio,https://www.google.com/maps/place/Tugu+Raja+Sitio/data=!4m7!3m6!1s0x3031b8acf3b8019f:0x31271f96a646eb6f!8m2!3d2.7521234!4d98.7457877!16s%2Fg%2F11b61ryfv0!19sChIJnwG486y4MTARb-tGppYfJzE?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMl2fGIGUpVvZcOqOT0fLbLXFP4OSuSQBD8P4ef=w80-h106-k-no,4.9,17,"QP2W+R8V, Jl. Lumban Sitio",Open,2.7521234,98.7457877,Budaya,,,bukan kategori
Pelataran Totem Dunia Water Front Pangururan,https://www.google.com/maps/place/Pelataran+Totem+Dunia+Water+Front+Pangururan/data=!4m7!3m6!1s0x3031c50064036887:0x658d6dc9d283e87e!8m2!3d2.6010505!4d98.7015571!16s%2Fg%2F11lcr9pr81!19sChIJh2gDZADFMTARfuiD0sltjWU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOi3nk52uOM93PXm9W7Yz4vr5a4g0Ds3WRHhbaE=w122-h92-k-no,5,4,JP22+CJF,Open 24 hours,2.6010505,98.7015571,Alam,"Fotografi, Pemandangan, Edukasi, Hiburan","Pelataran Totem Dunia merupakan salah satu zona utama dalam kawasan Waterfront City Pangururan, sebuah proyek pengembangan pariwisata budaya dan alam yang terletak di tepi Danau Toba, Kabupaten Samosir, Sumatera Utara. Diresmikan pada 23 November 2023, pelataran ini menjadi simbol persahabatan dan keberagaman budaya Indonesia, khususnya antara suku Batak dan suku Kamoro dari Papua.",
Pea FarmHouse,https://www.google.com/maps/place/Pea+FarmHouse/data=!4m7!3m6!1s0x3031c1aa4d370c8b:0x3a50ecfc8e4cb9f5!8m2!3d2.6965013!4d98.810091!16s%2Fg%2F11fs2z2w6w!19sChIJiww3TarBMTAR9blMjvzsUDo?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNjpK4q6O9Mq4s284DyfNffN1TdOX2CWMdHCNB3=w163-h92-k-no,4.8,63,"Martoba, Simanindo, Samosir Regency, North Sumatra",Open 24 hours,2.6965013,98.810091,Alam,"Pemandangan, Trekking, Camping","Pea FarmHouse adalah destinasi wisata alam dan homestay yang terletak di Desa Martoba, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Terletak di ketinggian sekitar 1.144 meter di atas permukaan laut, tempat ini menawarkan pemandangan spektakuler Danau Toba, terutama saat matahari terbit dan fenomena lautan awan di pagi hari.",
Bukit BUAYA TIDUR Samosir,https://www.google.com/maps/place/Bukit+BUAYA+TIDUR+Samosir/data=!4m7!3m6!1s0x3031c33236519bfb:0x3368915338110a4b!8m2!3d2.590854!4d98.7793903!16s%2Fg%2F11f15hb2f6!19sChIJ-5tRNjLDMTARSwoROFORaDM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMpRsWzR2nJdln6JGEM-2DJMeGaQxhTb7CDOYKx=w155-h92-k-no,5,5,,Open 24 hours,2.590854,98.7793903,,,,tidak jelas tempat
Samosir Cottages,https://www.google.com/maps/place/Samosir+Cottages/data=!4m7!3m6!1s0x3031ea1a33bb5817:0xcd31f3c377dffc06!8m2!3d2.6773098!4d98.8539201!16s%2Fg%2F11xclpjl3!19sChIJF1i7MxrqMTARBvzfd8PzMc0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMzb72XJNwBYvHEbXRiEMhI08e8m1FODDRQWaFR=w80-h106-k-no,4.3,779,Jl lingkar Tuk Tuk Lake Toba,,2.6773098,98.8539201,Alam,"Santai, Pemandangan","Samosir Cottages Resort adalah resor bintang 3 yang terletak di kawasan Tuk Tuk Siadong, Pulau Samosir, Sumatera Utara. Terletak di tepi Danau Toba, resor ini menawarkan pemandangan danau yang menakjubkan dan suasana yang tenang, cocok untuk liburan santai maupun perjalanan keluarga.",Tidak Relevan
Pulau (Island) Thompson,https://www.google.com/maps/place/Pulau+%28Island%29+Thompson/data=!4m7!3m6!1s0x3031e7002cf9d5bb:0x6533bf8d0b146901!8m2!3d2.5643548!4d98.8803582!16s%2Fg%2F11w982ht5f!19sChIJu9X5LADnMTARAWkUC42_M2U?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNCqx9OmmwOgMYMQlKXO0N5t9loAOUqAxNAWQOy=w122-h92-k-no,4.4,5,HV7J+Q2,,2.5643548,98.8803582,,,,tidak jelas tempat
Captain Tour & Travel Tomok,https://www.google.com/maps/place/Captain+Tour+%26+Travel+Tomok/data=!4m7!3m6!1s0x3031e90016c7487f:0x1fb48226c86d89eb!8m2!3d2.6530663!4d98.8612773!16s%2Fg%2F11w4kt7lps!19sChIJf0jHFgDpMTAR64ltyCaCtB8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOzCaH_uINBFViNGQ4uEFWR3rc3LTFjmWDAN5BN=w80-h106-k-no,5,16,"MV36+6GC, Jl. Horas",Open 08.00-19.00,2.6530663,98.8612773,,,"Captain Tour & Travel Tomok adalah agen perjalanan lokal yang beroperasi di Desa Tomok, Pulau Samosir, Sumatera Utara. Terletak di Jalan Horas, Tomok, agen ini dikenal sebagai salah satu penyedia layanan wisata di kawasan Danau Toba. Mereka menawarkan berbagai paket tur yang mencakup kunjungan ke destinasi-destinasi populer di sekitar Pulau Samosir, seperti Ambarita, Simanindo, dan Tomok sendiri.",tidak relevan
Pelabuhan utama sihotang,https://www.google.com/maps/place/Pelabuhan+utama+sihotang/data=!4m7!3m6!1s0x3031dbbf2abbff17:0xe4b41054fde3c5a9!8m2!3d2.5322641!4d98.7206518!16s%2Fg%2F11cly96ssc!19sChIJF_-7Kr_bMTARqcXj_VQQtOQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOzVdvNZkI_idGu_wIPaQ9F_qoDMEwD9Ktfg9IC=w122-h92-k-no,4.1,101,"GPJC+W72, Pulau Sumatera, Indonesia",Open 24 hours,2.5322641,98.7206518,Bahari,"Fotografi, Pemandangan","Pelabuhan Sihotang merupakan salah satu pelabuhan penyeberangan di Kabupaten Samosir, Sumatera Utara, yang berlokasi di kawasan Sihotang, Pulau Samosir. Pelabuhan ini melayani kebutuhan transportasi kapal untuk berbagai tujuan, termasuk pengiriman barang, kargo, kendaraan bermotor, serta penumpang.",
Danau Pea Na Bolak,https://www.google.com/maps/place/Danau+Pea+Na+Bolak/data=!4m7!3m6!1s0x3031c6ab69aa065f:0x30f4221978ec4eb3!8m2!3d2.6711799!4d98.7465689!16s%2Fg%2F11c0xrf62l!19sChIJXwaqaavGMTARs07seBki9DA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOOi66twW2YXFMFadK5nCo0HI4u2z9Z8nIA5mA6=w80-h106-k-no,4.9,9,"Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6711799,98.7465689,Alam,"Fotografi, Pemandangan, Piknik, Edukasi","Danau Pea Na Bolak adalah sebuah danau kecil yang terletak di Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara. Danau ini dikenal sebagai salah satu destinasi wisata alam yang menawarkan pemandangan indah dan suasana tenang di sekitar Danau Toba.",
Panatapan parhallo,https://www.google.com/maps/place/Panatapan+parhallo/data=!4m7!3m6!1s0x3031e9292acc0d29:0x297415d070f59e5a!8m2!3d2.6173972!4d98.8722973!16s%2Fg%2F11j0hldphr!19sChIJKQ3MKinpMTARWp71cNAVdCk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOeTGVzcBm7szTQ8gzsdD7uyrSb9uE5xXfSq4x3=w122-h92-k-no,4.6,10,"Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara.",Buka 09.00 - 17.00,2.6173972,98.8722973,Alam,"Fotografi, Pemandangan, Santai","Panatapan Parhallo adalah sebuah tempat wisata alam yang terletak di Desa Tomok, Kecamatan Simanindo, Pulau Samosir, Sumatera Utara. Tempat ini menawarkan pemandangan spektakuler Danau Toba dari ketinggian, menjadikannya destinasi favorit bagi wisatawan yang ingin menikmati keindahan alam sambil bersantai.",
